Mod:Item:MetaData, Localized Name
mysticalagriculture:soularium_seeds, Soularium Seeds
mysticalagriculture:dark_steel_seeds, Dark Steel Seeds
mysticalagriculture:pulsating_iron_seeds, Pulsating Iron Seeds
mysticalagriculture:energetic_alloy_seeds, Energetic Alloy Seeds
mysticalagriculture:vibrant_alloy_seeds, Vibrant Alloy Seeds
mysticalagriculture:end_steel_seeds, End Steel Seeds
mysticalagriculture:uranium_238_seeds, Uranium 238 Seeds
mysticalagriculture:iridium_ore_seeds, Iridium Ore Seeds
mysticalagriculture:osmium_seeds, Osmium Seeds
mysticalagriculture:glowstone_ingot_seeds, Glowstone Ingot Seeds
mysticalagriculture:refined_obsidian_seeds, Refined Obsidian Seeds
mysticalagriculture:marble_seeds, Marble Seeds
mysticalagriculture:limestone_seeds, Limestone Seeds
mysticalagriculture:basalt_seeds, Basalt Seeds
mysticalagriculture:yellorium_seeds, Yellorium Seeds
mysticalagriculture:sky_stone_seeds, Sky Stone Seeds
mysticalagriculture:certus_quartz_seeds, Certus Quartz Seeds
mysticalagriculture:fluix_seeds, Fluix Seeds
mysticalagriculture:quartz_enriched_iron_seeds, Quartz Enriched Iron Seeds
rftools:smartwrench, Smart Wrench
rftools:rftools_manual, RFTools Manual
rftools:rftools_shape_manual, RFTools Shape Manual
rftools:dimensional_shard, Dimensional Shard
rftools:shard_wand, Shard Wand
rftools:infused_diamond, Infused Diamond
rftools:infused_enderpearl, Infused Enderpearl
rftools:syringe, Syringe
rftools:peace_essence, Peace Essence
rftools:developers_delight, Developers Delight
rftools:network_monitor, RF Network Monitor
rftools:modifier_module, Modifier
rftools:storage_module_tablet, Storage Tablet
rftools:storage_module:0, Tier 1 Storage Module
rftools:storage_module:1, Tier 2 Storage Module
rftools:storage_module:2, Tier 3 Storage Module
rftools:storage_module:6, Remote Storage Module
rftools:oredict_module, Ore Dictionary Type Module
rftools:generic_module, Generic Type Module
rftools:filter_module, Filter Module
rftools:teleport_probe, Teleporter Probe
rftools:charged_porter, Charged Porter
rftools:advanced_charged_porter, Advanced Charged Porter
rftools:text_module, Text Screen Module
rftools:inventory_module, Inventory Screen Module
rftools:inventoryplus_module, Inventory Plus Screen Module
rftools:energy_module, Energy Screen Module
rftools:energyplus_module, Energy Plus Screen Module
rftools:clock_module, Clock Screen Module
rftools:fluid_module, Fluid Module
rftools:fluidplus_module, Fluid Plus Screen Module
rftools:machineinformation_module, Machine Information Screen Module
rftools:computer_module, Computer Screen Module
rftools:button_module, Button Screen Module
rftools:elevator_button_module, Elevator Button Screen Module
rftools:redstone_module, Redstone Screen Module
rftools:counter_module, Counter Screen Module
rftools:counterplus_module, Counter Plus Screen Module
rftools:storage_control_module, Storage Control Screen Module
rftools:dump_module, Dump Screen Module
rftools:space_chamber_card, Space Chamber Card
rftools:shape_card:0, Shape Card
rftools:shape_card:1, Shape Card (Void)
rftools:shape_card:2, Shape Card (Quarry)
rftools:shape_card:3, Shape Card (Silk Quarry)
rftools:shape_card:4, Shape Card (Fortune Quarry)
rftools:shape_card:5, Shape Card (Clearing Quarry)
rftools:shape_card:6, Shape Card (Clearing Silk Quarry)
rftools:shape_card:7, Shape Card (Clearing Fortune Quarry)
rftools:shape_card:8, Shape Card (Pump)
rftools:shape_card:9, Shape Card (Clearing Pump)
rftools:shape_card:10, Shape Card (Placing Liquids)
rftools:powercell_card, Powercell Card
rftools:regeneration_module, Regeneration Environmental Module
rftools:regenerationplus_module, Regeneration Plus Environmental Module
rftools:speed_module, Speed Environmental Module
rftools:speedplus_module, Speed Plus Environmental Module
rftools:haste_module, Haste Environmental Module
rftools:hasteplus_module, Haste Plus Environmental Module
rftools:saturation_module, Saturation Environmental Module
rftools:saturationplus_module, Saturation Plus Environmental Module
rftools:featherfalling_module, Feather Falling Environmental Module
rftools:featherfallingplus_module, Feather Falling Plus Environmental Module
rftools:flight_module, Flight Environmental Module
rftools:peaceful_module, Peaceful Environmental Module
rftools:waterbreathing_module, Water Breathing Environmental Module
rftools:nightvision_module, Night Vision Environmental Module
rftools:blindness_module, Blindness Environmental Module
rftools:weakness_module, Weakness Environmental Module
rftools:poison_module, Poison Environmental Module
rftools:slowness_module, Slowness Environmental Module
rftools:glowing_module, Glowing Environmental Module
rftools:luck_module, Luck Environmental Module
rftools:noteleport_module, No Teleport Environmental Module
rftools:orphaning_card, Orphaning Card
rftools:security_card, Security Card
rftools:machine_frame, Machine Frame
rftools:machine_base, Machine Base
rftools:dimensional_shard_ore:0, Dimensional Shard Ore
rftools:dimensional_shard_ore:1, Dimensional Shard Ore
rftools:dimensional_shard_ore:2, Dimensional Shard Ore
rftools:coalgenerator, Coal Generator
rftools:crafter1, Crafter Tier 1
rftools:crafter2, Crafter Tier 2
rftools:crafter3, Crafter Tier 3
rftools:modular_storage, Modular Storage
rftools:remote_storage, Remote Storage
rftools:storage_terminal, Storage Terminal
rftools:level_emitter, Level Emitter
rftools:matter_transmitter, Matter Transmitter
rftools:matter_receiver, Matter Receiver
rftools:dialing_device, Dialing Device
rftools:simple_dialer, Simple Dialer
rftools:destination_analyzer, Destination Analyzer
rftools:matter_booster, Matter Booster
rftools:screen, Screen
rftools:creative_screen, Creative Screen
rftools:screen_controller, Screen Controller
rftools:redstone_transmitter_block, Redstone Transmitter
rftools:redstone_receiver_block, Redstone Receiver
rftools:sequencer_block, Sequencer
rftools:counter_block, Counter
rftools:logic_block, Logic Gate
rftools:invchecker_block, Inventory Checker
rftools:sensor_block, Sensor
rftools:analog_block, Analog
rftools:digit_block, Digit
rftools:wire_block, Wire
rftools:timer_block, Timer
rftools:machine_infuser, Machine Infuser
rftools:space_chamber, Space Chamber Corner Block
rftools:space_chamber_controller, Space Chamber Controller Block
rftools:support_block, Support Block
rftools:builder, Builder
rftools:composer, Composer
rftools:locator, Locator
rftools:projector, Projector
rftools:scanner, Scanner
rftools:remote_scanner, Remote Scanner
rftools:powercell, Powercell
rftools:powercell_advanced, Advanced Powercell
rftools:powercell_creative, Creative Powercell
rftools:powercell_simple, Simple Powercell
rftools:relay, Power Relay
rftools:rf_monitor, RF Monitor
rftools:liquid_monitor, Liquid Monitor
rftools:shield_block1, Shield Projector Tier 1
rftools:shield_block2, Shield Projector Tier 2
rftools:shield_block3, Shield Projector Tier 3
rftools:shield_block4, Shield Projector Tier 4
rftools:invisible_shield_block, Invisible Shield Block
rftools:notick_invisible_shield_block, Invisible Shield Block
rftools:invisible_shield_block_opaque, Invisible Shield Block
rftools:notick_invisible_shield_block_opaque, Invisible Shield Block
rftools:shield_template_block:0, Shield Template
rftools:shield_template_block:1, Shield Template
rftools:shield_template_block:2, Shield Template
rftools:shield_template_block:3, Shield Template
rftools:solid_shield_block, Solid Shield Block
rftools:notick_solid_shield_block, Solid Shield Block
rftools:camo_shield_block, Camo Shield Block
rftools:notick_camo_shield_block, Camo Shield Block
rftools:solid_shield_block_opaque, Solid Shield Block
rftools:notick_solid_shield_block_opaque, Solid Shield Block
rftools:camo_shield_block_opaque, Camo Shield Block
rftools:notick_camo_shield_block_opaque, Camo Shield Block
rftools:environmental_controller, Environmental Controller
rftools:spawner, Spawner
rftools:matter_beamer, Matter Beamer
rftools:block_protector, Block Protector
rftools:item_filter, Item Filter
rftools:security_manager, Security Manager
rftools:endergenic, Endergenic Generator
rftools:pearl_injector, Pearl Injector
rftools:ender_monitor, Ender Monitor
rftools:storage_scanner, Storage Scanner
rftools:elevator, Elevator
rftools:booster, Booster
silentgems:gem:0, Ruby
silentgems:gem:1, Garnet
silentgems:gem:2, Topaz
silentgems:gem:3, Amber
silentgems:gem:4, Heliodor
silentgems:gem:5, Peridot
silentgems:gem:6, Green Sapphire
silentgems:gem:7, Indicolite
silentgems:gem:8, Aquamarine
silentgems:gem:9, Sapphire
silentgems:gem:10, Iolite
silentgems:gem:11, Amethyst
silentgems:gem:12, Agate
silentgems:gem:13, Morganite
silentgems:gem:14, Onyx
silentgems:gem:15, Opal
silentgems:gem:16, Carnelian
silentgems:gem:17, Spinel
silentgems:gem:18, Citrine
silentgems:gem:19, Jasper
silentgems:gem:20, Golden Beryl
silentgems:gem:21, Moldavite
silentgems:gem:22, Malachite
silentgems:gem:23, Turquoise
silentgems:gem:24, Moonstone
silentgems:gem:25, Blue Topaz
silentgems:gem:26, Tanzanite
silentgems:gem:27, Violet Sapphire
silentgems:gem:28, Lepidolite
silentgems:gem:29, Ametrine
silentgems:gem:30, Black Diamond
silentgems:gem:31, Alexandrite
silentgems:gem:32, Pyrope
silentgems:gem:33, Coral
silentgems:gem:34, Sunstone
silentgems:gem:35, Cat's Eye
silentgems:gem:36, Zircon
silentgems:gem:37, Jade
silentgems:gem:38, Chrysoprase
silentgems:gem:39, Apatite
silentgems:gem:40, Fluorite
silentgems:gem:41, Kyanite
silentgems:gem:42, Sodalite
silentgems:gem:43, Ammolite
silentgems:gem:44, Kunzite
silentgems:gem:45, Rose Quartz
silentgems:gem:46, Tektite
silentgems:gem:47, Pearl
silentgems:gemsuper:0, Supercharged Ruby
silentgems:gemsuper:1, Supercharged Garnet
silentgems:gemsuper:2, Supercharged Topaz
silentgems:gemsuper:3, Supercharged Amber
silentgems:gemsuper:4, Supercharged Heliodor
silentgems:gemsuper:5, Supercharged Peridot
silentgems:gemsuper:6, Supercharged Green Sapphire
silentgems:gemsuper:7, Supercharged Indicolite
silentgems:gemsuper:8, Supercharged Aquamarine
silentgems:gemsuper:9, Supercharged Sapphire
silentgems:gemsuper:10, Supercharged Iolite
silentgems:gemsuper:11, Supercharged Amethyst
silentgems:gemsuper:12, Supercharged Agate
silentgems:gemsuper:13, Supercharged Morganite
silentgems:gemsuper:14, Supercharged Onyx
silentgems:gemsuper:15, Supercharged Opal
silentgems:gemsuper:16, Supercharged Carnelian
silentgems:gemsuper:17, Supercharged Spinel
silentgems:gemsuper:18, Supercharged Citrine
silentgems:gemsuper:19, Supercharged Jasper
silentgems:gemsuper:20, Supercharged Golden Beryl
silentgems:gemsuper:21, Supercharged Moldavite
silentgems:gemsuper:22, Supercharged Malachite
silentgems:gemsuper:23, Supercharged Turquoise
silentgems:gemsuper:24, Supercharged Moonstone
silentgems:gemsuper:25, Supercharged Blue Topaz
silentgems:gemsuper:26, Supercharged Tanzanite
silentgems:gemsuper:27, Supercharged Violet Sapphire
silentgems:gemsuper:28, Supercharged Lepidolite
silentgems:gemsuper:29, Supercharged Ametrine
silentgems:gemsuper:30, Supercharged Black Diamond
silentgems:gemsuper:31, Supercharged Alexandrite
silentgems:gemsuper:32, Supercharged Pyrope
silentgems:gemsuper:33, Supercharged Coral
silentgems:gemsuper:34, Supercharged Sunstone
silentgems:gemsuper:35, Supercharged Cat's Eye
silentgems:gemsuper:36, Supercharged Zircon
silentgems:gemsuper:37, Supercharged Jade
silentgems:gemsuper:38, Supercharged Chrysoprase
silentgems:gemsuper:39, Supercharged Apatite
silentgems:gemsuper:40, Supercharged Fluorite
silentgems:gemsuper:41, Supercharged Kyanite
silentgems:gemsuper:42, Supercharged Sodalite
silentgems:gemsuper:43, Supercharged Ammolite
silentgems:gemsuper:44, Supercharged Kunzite
silentgems:gemsuper:45, Supercharged Rose Quartz
silentgems:gemsuper:46, Supercharged Tektite
silentgems:gemsuper:47, Supercharged Pearl
silentgems:gemshard:0, Ruby Shard
silentgems:gemshard:1, Garnet Shard
silentgems:gemshard:2, Topaz Shard
silentgems:gemshard:3, Amber Shard
silentgems:gemshard:4, Heliodor Shard
silentgems:gemshard:5, Peridot Shard
silentgems:gemshard:6, Green Sapphire Shard
silentgems:gemshard:7, Indicolite Shard
silentgems:gemshard:8, Aquamarine Shard
silentgems:gemshard:9, Sapphire Shard
silentgems:gemshard:10, Iolite Shard
silentgems:gemshard:11, Amethyst Shard
silentgems:gemshard:12, Agate Shard
silentgems:gemshard:13, Morganite Shard
silentgems:gemshard:14, Onyx Shard
silentgems:gemshard:15, Opal Shard
silentgems:gemshard:16, Carnelian Shard
silentgems:gemshard:17, Spinel Shard
silentgems:gemshard:18, Citrine Shard
silentgems:gemshard:19, Jasper Shard
silentgems:gemshard:20, Golden Beryl Shard
silentgems:gemshard:21, Moldavite Shard
silentgems:gemshard:22, Malachite Shard
silentgems:gemshard:23, Turquoise Shard
silentgems:gemshard:24, Moonstone Shard
silentgems:gemshard:25, Blue Topaz Shard
silentgems:gemshard:26, Tanzanite Shard
silentgems:gemshard:27, Violet Sapphire Shard
silentgems:gemshard:28, Lepidolite Shard
silentgems:gemshard:29, Ametrine Shard
silentgems:gemshard:30, Black Diamond Shard
silentgems:gemshard:31, Alexandrite Shard
silentgems:gemshard:32, Pyrope Shard
silentgems:gemshard:33, Coral Shard
silentgems:gemshard:34, Sunstone Shard
silentgems:gemshard:35, Cat's Eye Shard
silentgems:gemshard:36, Zircon Shard
silentgems:gemshard:37, Jade Shard
silentgems:gemshard:38, Chrysoprase Shard
silentgems:gemshard:39, Apatite Shard
silentgems:gemshard:40, Fluorite Shard
silentgems:gemshard:41, Kyanite Shard
silentgems:gemshard:42, Sodalite Shard
silentgems:gemshard:43, Ammolite Shard
silentgems:gemshard:44, Kunzite Shard
silentgems:gemshard:45, Rose Quartz Shard
silentgems:gemshard:46, Tektite Shard
silentgems:gemshard:47, Pearl Shard
silentgems:soulgem:0, Soul Gem: Wheat
silentgems:soulgem:0, Soul Gem: Potato
silentgems:soulgem:0, Soul Gem: Carrot
silentgems:soulgem:0, Soul Gem: Beetroot
silentgems:soulgem:0, Soul Gem: Fluffy Puff
silentgems:soulgem:0, Soul Gem: Zombie
silentgems:soulgem:0, Soul Gem: Skeleton
silentgems:soulgem:0, Soul Gem: Creeper
silentgems:soulgem:0, Soul Gem: Spider
silentgems:soulgem:0, Soul Gem: Cave Spider
silentgems:soulgem:0, Soul Gem: Silverfish
silentgems:soulgem:0, Soul Gem: Slime
silentgems:soulgem:0, Soul Gem: Witch
silentgems:soulgem:0, Soul Gem: Guardian
silentgems:soulgem:0, Soul Gem: Husk
silentgems:soulgem:0, Soul Gem: Stray
silentgems:soulgem:0, Soul Gem: Evoker
silentgems:soulgem:0, Soul Gem: Vex
silentgems:soulgem:0, Soul Gem: Illusioner
silentgems:soulgem:0, Soul Gem: Zombie Pigman
silentgems:soulgem:0, Soul Gem: Ghast
silentgems:soulgem:0, Soul Gem: Blaze
silentgems:soulgem:0, Soul Gem: Magma Cube
silentgems:soulgem:0, Soul Gem: Wither Skeleton
silentgems:soulgem:0, Soul Gem: Enderman
silentgems:soulgem:0, Soul Gem: Endermite
silentgems:soulgem:0, Soul Gem: Shulker
silentgems:soulgem:0, Soul Gem: entity.EnderSlime.name
silentgems:soulgem:0, Soul Gem: Pig
silentgems:soulgem:0, Soul Gem: Sheep
silentgems:soulgem:0, Soul Gem: Cow
silentgems:soulgem:0, Soul Gem: Chicken
silentgems:soulgem:0, Soul Gem: Rabbit
silentgems:soulgem:0, Soul Gem: Squid
silentgems:soulgem:0, Soul Gem: Bat
silentgems:soulgem:0, Soul Gem: Wolf
silentgems:soulgem:0, Soul Gem: Ocelot
silentgems:soulgem:0, Soul Gem: Parrot
silentgems:soulgem:0, Soul Gem: Mooshroom
silentgems:soulgem:0, Soul Gem: Polar Bear
silentgems:soulgem:0, Soul Gem: Snow Golem
silentgems:soulgem:0, Soul Gem: Horse
silentgems:soulgem:0, Soul Gem: Donkey
silentgems:soulgem:0, Soul Gem: Mule
silentgems:soulgem:0, Soul Gem: Llama
silentgems:soulgem:0, Soul Gem: Iron Golem
silentgems:soulgem:0, Soul Gem: Villager
silentgems:soulgem:0, Soul Gem: Ender Dragon
silentgems:soulgem:0, Soul Gem: Wither
silentgems:soulgem:0, Soul Gem: Elder Guardian
silentgems:craftingmaterial:0, Chaos Essence
silentgems:craftingmaterial:1, Enriched Chaos Essence
silentgems:craftingmaterial:2, Crystallized Chaos Essence
silentgems:craftingmaterial:3, Chaos Essence Shard
silentgems:craftingmaterial:4, Ender Essence
silentgems:craftingmaterial:18, Ender Frost
silentgems:craftingmaterial:5, Ender Essence Shard
silentgems:craftingmaterial:29, Unfired Chaos Iron Ingot
silentgems:craftingmaterial:30, Chaos Iron Ingot
silentgems:craftingmaterial:19, Nether Shard
silentgems:craftingmaterial:20, Nether Cluster
silentgems:craftingmaterial:31, Ender Slimeball
silentgems:craftingmaterial:32, Soul Shell
silentgems:craftingmaterial:6, Chaos Coal
silentgems:craftingmaterial:33, Stone Rod
silentgems:craftingmaterial:7, Iron Rod
silentgems:craftingmaterial:8, Ornate Gold Rod
silentgems:craftingmaterial:9, Ornate Silver Rod
silentgems:craftingmaterial:24, Armor Lattice (Mundane)
silentgems:craftingmaterial:25, Armor Lattice (Regular)
silentgems:craftingmaterial:26, Armor Lattice (Super)
silentgems:craftingmaterial:21, Gilded String
silentgems:craftingmaterial:27, Blazestone
silentgems:craftingmaterial:28, Mystery Goo
silentgems:craftingmaterial:10, Iron Potato
silentgems:craftingmaterial:14, Chaos Core
silentgems:craftingmaterial:11, Fluffy Fabric
silentgems:craftingmaterial:16, Plume
silentgems:craftingmaterial:17, Shiny Plume
silentgems:craftingmaterial:22, Yarn Ball
silentgems:craftingmaterial:23, Rawhide Bone
silentgems:craftingmaterial:15, Magnifying Glass
silentgems:craftingmaterial:13, Name Plate
silentgems:craftingmaterial:12, Upgrade Base
silentgems:craftingmaterial:34, Urn Upgrade Base
silentgems:charging_agent:0, Charging Agent
silentgems:charging_agent:1, Charging Agent
silentgems:charging_agent:2, Charging Agent
silentgems:urn_upgrade_storage_basic, item.silentgems.urn_upgrade_storage_basic.name
silentgems:urn_upgrade_storage_advanced, item.silentgems.urn_upgrade_storage_advanced.name
silentgems:urn_upgrade_vacuum, Urn Upgrade: Vacuum
silentgems:quivernonempty, Quiver
silentgems:quiver, Quiver (Empty)
silentgems:tipupgrade:0, Iron-Tipped Upgrade
silentgems:tipupgrade:1, Gold-Tipped Upgrade
silentgems:tipupgrade:2, Diamond-Tipped Upgrade
silentgems:tipupgrade:3, Emerald-Tipped Upgrade
silentgems:enchantmenttoken, Enchantment Token
silentgems:toolsoul, Tool Soul
silentgems:skillorb, Skill Orb
silentgems:chaosgem:0, Chaos Ruby
silentgems:chaosgem:0, Chaos Ruby
silentgems:chaosgem:1, Chaos Garnet
silentgems:chaosgem:1, Chaos Garnet
silentgems:chaosgem:2, Chaos Topaz
silentgems:chaosgem:2, Chaos Topaz
silentgems:chaosgem:3, Chaos Amber
silentgems:chaosgem:3, Chaos Amber
silentgems:chaosgem:4, Chaos Heliodor
silentgems:chaosgem:4, Chaos Heliodor
silentgems:chaosgem:5, Chaos Peridot
silentgems:chaosgem:5, Chaos Peridot
silentgems:chaosgem:6, Chaos Green Sapphire
silentgems:chaosgem:6, Chaos Green Sapphire
silentgems:chaosgem:7, Chaos Indicolite
silentgems:chaosgem:7, Chaos Indicolite
silentgems:chaosgem:8, Chaos Aquamarine
silentgems:chaosgem:8, Chaos Aquamarine
silentgems:chaosgem:9, Chaos Sapphire
silentgems:chaosgem:9, Chaos Sapphire
silentgems:chaosgem:10, Chaos Iolite
silentgems:chaosgem:10, Chaos Iolite
silentgems:chaosgem:11, Chaos Amethyst
silentgems:chaosgem:11, Chaos Amethyst
silentgems:chaosgem:12, Chaos Agate
silentgems:chaosgem:12, Chaos Agate
silentgems:chaosgem:13, Chaos Morganite
silentgems:chaosgem:13, Chaos Morganite
silentgems:chaosgem:14, Chaos Onyx
silentgems:chaosgem:14, Chaos Onyx
silentgems:chaosgem:15, Chaos Opal
silentgems:chaosgem:15, Chaos Opal
silentgems:chaosgem:16, Chaos Carnelian
silentgems:chaosgem:16, Chaos Carnelian
silentgems:chaosgem:17, Chaos Spinel
silentgems:chaosgem:17, Chaos Spinel
silentgems:chaosgem:18, Chaos Citrine
silentgems:chaosgem:18, Chaos Citrine
silentgems:chaosgem:19, Chaos Jasper
silentgems:chaosgem:19, Chaos Jasper
silentgems:chaosgem:20, Chaos Golden Beryl
silentgems:chaosgem:20, Chaos Golden Beryl
silentgems:chaosgem:21, Chaos Moldavite
silentgems:chaosgem:21, Chaos Moldavite
silentgems:chaosgem:22, Chaos Malachite
silentgems:chaosgem:22, Chaos Malachite
silentgems:chaosgem:23, Chaos Turquoise
silentgems:chaosgem:23, Chaos Turquoise
silentgems:chaosgem:24, Chaos Moonstone
silentgems:chaosgem:24, Chaos Moonstone
silentgems:chaosgem:25, Chaos Blue Topaz
silentgems:chaosgem:25, Chaos Blue Topaz
silentgems:chaosgem:26, Chaos Tanzanite
silentgems:chaosgem:26, Chaos Tanzanite
silentgems:chaosgem:27, Chaos Violet Sapphire
silentgems:chaosgem:27, Chaos Violet Sapphire
silentgems:chaosgem:28, Chaos Lepidolite
silentgems:chaosgem:28, Chaos Lepidolite
silentgems:chaosgem:29, Chaos Ametrine
silentgems:chaosgem:29, Chaos Ametrine
silentgems:chaosgem:30, Chaos Black Diamond
silentgems:chaosgem:30, Chaos Black Diamond
silentgems:chaosgem:31, Chaos Alexandrite
silentgems:chaosgem:31, Chaos Alexandrite
silentgems:chaosgem:32, Chaos Pyrope
silentgems:chaosgem:32, Chaos Pyrope
silentgems:chaosgem:33, Chaos Coral
silentgems:chaosgem:33, Chaos Coral
silentgems:chaosgem:34, Chaos Sunstone
silentgems:chaosgem:34, Chaos Sunstone
silentgems:chaosgem:35, Chaos Cat's Eye
silentgems:chaosgem:35, Chaos Cat's Eye
silentgems:chaosgem:36, Chaos Zircon
silentgems:chaosgem:36, Chaos Zircon
silentgems:chaosgem:37, Chaos Jade
silentgems:chaosgem:37, Chaos Jade
silentgems:chaosgem:38, Chaos Chrysoprase
silentgems:chaosgem:38, Chaos Chrysoprase
silentgems:chaosgem:39, Chaos Apatite
silentgems:chaosgem:39, Chaos Apatite
silentgems:chaosgem:40, Chaos Fluorite
silentgems:chaosgem:40, Chaos Fluorite
silentgems:chaosgem:41, Chaos Kyanite
silentgems:chaosgem:41, Chaos Kyanite
silentgems:chaosgem:42, Chaos Sodalite
silentgems:chaosgem:42, Chaos Sodalite
silentgems:chaosgem:43, Chaos Ammolite
silentgems:chaosgem:43, Chaos Ammolite
silentgems:chaosgem:44, Chaos Kunzite
silentgems:chaosgem:44, Chaos Kunzite
silentgems:chaosgem:45, Chaos Rose Quartz
silentgems:chaosgem:45, Chaos Rose Quartz
silentgems:chaosgem:46, Chaos Tektite
silentgems:chaosgem:46, Chaos Tektite
silentgems:chaosgem:47, Chaos Pearl
silentgems:chaosgem:47, Chaos Pearl
silentgems:chaosgem:48, Super Cheaty Chaos Gem
silentgems:chaosrune, Chaos Rune
silentgems:armorframe:0, Helmet Frame (Mundane)
silentgems:armorframe:1, Chestplate Frame (Mundane)
silentgems:armorframe:2, Leggings Frame (Mundane)
silentgems:armorframe:3, Boots Frame (Mundane)
silentgems:armorframe:4, Helmet Frame (Regular)
silentgems:armorframe:5, Chestplate Frame (Regular)
silentgems:armorframe:6, Leggings Frame (Regular)
silentgems:armorframe:7, Boots Frame (Regular)
silentgems:armorframe:8, Helmet Frame (Super)
silentgems:armorframe:9, Chestplate Frame (Super)
silentgems:armorframe:10, Leggings Frame (Super)
silentgems:armorframe:11, Boots Frame (Super)
silentgems:fluffypuffseeds, Fluffy Puff Seeds
silentgems:fluffypuff, Fluffy Puff
silentgems:glowrosefertilizer, Glow Rose Fertilizer
silentgems:dye, item.silentgems.dye.name
silentgems:food, item.silentgems.food.name
silentgems:holdinggem, Holding Gem
silentgems:torchbandolier, Torch Bandolier
silentgems:drawingcompass, Drawing Compass
silentgems:chaosorb:0, Chaos Potato
silentgems:chaosorb:0, Chaos Potato
silentgems:chaosorb:0, Chaos Potato
silentgems:chaosorb:1, Fragile Chaos Orb
silentgems:chaosorb:1, Fragile Chaos Orb
silentgems:chaosorb:1, Fragile Chaos Orb
silentgems:chaosorb:2, Refined Chaos Orb
silentgems:chaosorb:2, Refined Chaos Orb
silentgems:chaosorb:2, Refined Chaos Orb
silentgems:chaosorb:3, Perfect Chaos Orb
silentgems:chaosorb:3, Perfect Chaos Orb
silentgems:chaosorb:3, Perfect Chaos Orb
silentgems:nodemover, item.silentgems.nodemover.name
silentgems:teleporter_linker, Teleporter Linker
silentgems:returnhomecharm:0, Return Home Charm
silentgems:returnhomecharm:1, Return Home Charm
silentgems:returnhomecharm:2, Return Home Charm
silentgems:returnhomecharm:3, Return Home Charm
silentgems:returnhomecharm:4, Return Home Charm
silentgems:returnhomecharm:5, Return Home Charm
silentgems:returnhomecharm:6, Return Home Charm
silentgems:returnhomecharm:7, Return Home Charm
silentgems:returnhomecharm:8, Return Home Charm
silentgems:returnhomecharm:9, Return Home Charm
silentgems:returnhomecharm:10, Return Home Charm
silentgems:returnhomecharm:11, Return Home Charm
silentgems:returnhomecharm:12, Return Home Charm
silentgems:returnhomecharm:13, Return Home Charm
silentgems:returnhomecharm:14, Return Home Charm
silentgems:returnhomecharm:15, Return Home Charm
silentgems:returnhomecharm:16, Return Home Charm
silentgems:returnhomecharm:17, Return Home Charm
silentgems:returnhomecharm:18, Return Home Charm
silentgems:returnhomecharm:19, Return Home Charm
silentgems:returnhomecharm:20, Return Home Charm
silentgems:returnhomecharm:21, Return Home Charm
silentgems:returnhomecharm:22, Return Home Charm
silentgems:returnhomecharm:23, Return Home Charm
silentgems:returnhomecharm:24, Return Home Charm
silentgems:returnhomecharm:25, Return Home Charm
silentgems:returnhomecharm:26, Return Home Charm
silentgems:returnhomecharm:27, Return Home Charm
silentgems:returnhomecharm:28, Return Home Charm
silentgems:returnhomecharm:29, Return Home Charm
silentgems:returnhomecharm:30, Return Home Charm
silentgems:returnhomecharm:31, Return Home Charm
silentgems:returnhomecharm:32, Return Home Charm
silentgems:returnhomecharm:33, Return Home Charm
silentgems:returnhomecharm:34, Return Home Charm
silentgems:returnhomecharm:35, Return Home Charm
silentgems:returnhomecharm:36, Return Home Charm
silentgems:returnhomecharm:37, Return Home Charm
silentgems:returnhomecharm:38, Return Home Charm
silentgems:returnhomecharm:39, Return Home Charm
silentgems:returnhomecharm:40, Return Home Charm
silentgems:returnhomecharm:41, Return Home Charm
silentgems:returnhomecharm:42, Return Home Charm
silentgems:returnhomecharm:43, Return Home Charm
silentgems:returnhomecharm:44, Return Home Charm
silentgems:returnhomecharm:45, Return Home Charm
silentgems:returnhomecharm:46, Return Home Charm
silentgems:returnhomecharm:47, Return Home Charm
silentgems:petsummoner:0, Summon Kitty
silentgems:petsummoner:1, Summon Puppy
silentgems:debugitem, Debug Item
silentgems:arrow, GemArrow
silentgems:sword, Gem Sword
silentgems:dagger, Gem Dagger
silentgems:katana, Gem Katana
silentgems:machete, Gem Machete
silentgems:scepter, Gem Scepter
silentgems:tomahawk, Gem Tomahawk
silentgems:bow, Gem Bow
silentgems:shield, Gem Shield
silentgems:pickaxe, Gem Pickaxe
silentgems:shovel, Gem Shovel
silentgems:axe, Gem Axe
silentgems:paxel, Gem Paxel
silentgems:hoe, Gem Hoe
silentgems:sickle, Gem Sickle
silentgems:helmet, Gem Helmet
silentgems:chestplate, Gem Chestplate
silentgems:leggings, Gem Leggings
silentgems:boots, Gem Boots
silentgems:toolrenderhelper, item.silentgems.toolrenderhelper.name
silentgems:guide_book, Silent's Gems Manual
ironchest:iron_chest:0, Iron Chest
ironchest:iron_chest:1, Gold Chest
ironchest:iron_chest:2, Diamond Chest
ironchest:iron_chest:3, Copper Chest
ironchest:iron_chest:4, Silver Chest
ironchest:iron_chest:5, Crystal Chest
ironchest:iron_chest:6, Obsidian Chest
ironchest:iron_chest:7, DirtChest 9000!
ironchest:iron_shulker_box_white:0, White Iron Shulker Box
ironchest:iron_shulker_box_white:1, White Gold Shulker Box
ironchest:iron_shulker_box_white:2, White Diamond Shulker Box
ironchest:iron_shulker_box_white:3, White Copper Shulker Box
